billing_code,procedure_name,count,min,Q1,median,Q3,max,range,IQR,mean,std,10th_percentile,90th_percentile
76000,"Flouroscopy, or x-ray ""movie"" that takes less than an hour",220,27.68,40.46,50.94,59.12,187.5,159.82,18.66,54.59,23.83,31.94,74.15
76512,Ultrasound of the eye,220,34.95,57.25,80.69,83.63,214.55,179.6,26.38,78.49,32.74,40.33,110.48
76514,A diagnostic procedure that allows a provider to see the organs and other structures in the abdomen,220,7.98,11.55,13.18,14.41,214.55,206.57,2.86,15.49,19.77,9.2,17.92
76536,Ultrasound of head and neck,220,68.1,88.51,110.9,140.29,397.41,329.31,51.78,119.51,49.11,88.51,143.83
76642,Limited ultrasound of the breast,218,57.94,71.39,77.19,105.05,300.19,242.25,33.66,91.57,38.14,66.86,108.07
76700,Ultrasound of abdomen with all areas scanned,220,81.4,112.34,129.28,147.91,421.72,340.32,35.57,135.89,52.73,93.92,166.34
76705,A diagnostic procedure that allows a provider to see the organs and other structures in the abdomen,220,60.29,83.69,98.95,110.62,312.34,252.05,26.93,102.68,40.03,69.56,127.99
76770,Ultrasound of back wall of the abdomen with all areas viewed,220,74.83,103.77,122.54,137.74,387.71,312.88,33.97,127.59,48.84,86.35,156.75
76775,Ultrasound of back wall of the abdomen with limited areas viewed,220,38.94,56.17,76.0,101.09,219.16,180.22,44.92,80.28,35.33,44.93,109.65
76801,Abdominal ultrasound of pregnant uterus (less than 14 weeks) single or first fetus,220,80.93,105.38,118.56,148.84,419.3,338.37,43.46,130.79,51.78,93.38,149.18
76805,Abdominal ultrasound of pregnant uterus (greater or equal to 14 weeks 0 days) single or first fetus,220,92.66,121.9,137.24,172.18,480.05,387.39,50.28,148.45,58.53,106.91,172.49
76811,Ultrasound of single fetus,220,117.53,154.66,174.0,225.47,608.9,491.37,70.81,196.87,78.01,135.61,250.53
76813,Evaluation through measurement of fetal nuchal translucency,220,80.23,102.38,115.18,142.57,415.66,335.43,40.19,127.57,51.34,92.57,147.07
76815,Ultrasound of fetus with limited views,220,55.59,74.18,83.93,102.99,288.03,232.44,28.81,91.68,37.04,64.15,106.31
76817,Transvaginal ultrasound of uterus,220,63.34,84.01,94.66,117.82,328.14,264.8,33.81,103.21,41.22,73.08,119.65
76818,Fetal biophysical profile with non-stress test,220,78.12,100.48,113.04,143.83,404.72,326.6,43.35,125.69,49.99,90.14,150.87
76819,Fetal biophysical profile without non-stress test,220,57.47,74.34,83.63,105.47,297.76,240.29,31.13,94.52,38.47,66.32,108.92
76830,Ultrasound of the pelvis through vagina,220,77.06,96.33,116.1,148.84,421.72,344.66,52.51,126.51,51.68,93.92,151.73
76831,A diagnostic procedure that allows a provider to see the uterus,220,78.26,97.82,117.32,145.91,408.36,330.1,48.09,124.97,50.33,90.95,147.91
76856,Complete ultrasound of the pelvis,220,72.49,95.94,114.88,133.93,375.55,303.06,37.99,119.83,46.68,83.64,146.33
76857,Limited ultrasound of the pelvis,220,32.14,46.18,63.37,90.98,214.55,182.41,44.81,70.18,33.62,37.08,107.14
76870,Ultrasound of the scrotum,220,51.29,80.12,93.72,114.26,359.76,308.47,34.14,105.08,47.05,63.64,127.15
76872,Transrectal ultrasound,220,71.43,109.23,119.91,148.83,538.41,466.98,39.6,144.47,79.13,79.78,255.99
76882,"Diagnostic ultrasound of an extremity excluding the bone, joints or vessels",218,22.97,31.25,42.11,43.79,214.55,191.58,12.54,48.01,32.02,30.75,80.53
77047,"Magnetic resonance imaging, breasts, without contrast material; bilateral",218,166.08,221.02,496.03,645.15,1303.14,1137.06,424.13,494.02,273.3,191.63,928.22
77065,Mammography of one breast,218,88.67,107.97,115.18,156.76,466.35,377.68,48.79,138.42,57.95,102.32,160.04
77066,Mammography of both breasts,218,111.66,136.83,146.12,198.86,587.26,475.6,62.03,175.2,73.04,128.84,203.03
77067,Mammography of both breasts-2 or more views,218,90.55,110.56,117.94,160.51,476.23,385.68,49.95,141.55,59.2,104.48,163.88
77080,Scan to measure bone mineral density (BMD) at the spine and hip,220,26.04,32.92,42.02,51.16,142.85,116.81,18.24,48.97,24.66,30.05,80.4
77385,Radiation therapy delivery,218,239.51,303.89,341.87,511.9,1188.09,948.58,208.01,408.57,159.29,276.35,528.65
77386,Radiation therapy delivery,218,240.45,304.7,342.79,514.3,1192.77,952.32,209.6,409.91,159.9,277.44,530.07
77387,Guidance for localization of target delivery of radiation treatment delivery,218,45.69,54.23,73.89,83.85,317.67,271.98,29.62,87.47,53.2,53.9,184.91
77412,Radiation treatment delivery,220,73.78,197.86,219.03,319.28,850.63,776.85,121.42,250.83,114.56,197.54,331.79
78014,Scan using a radioactive medication (radiopharmaceutical) to take pictures or images of the thyroid gland.,218,160.92,198.96,215.48,218.42,798.26,637.34,19.46,232.15,96.12,185.68,266.22
78306,"A procedure most commonly ordered to detect areas of abnormal bone growth due to fractures, tumors, infection, or other bone issues",220,168.55,218.76,231.89,241.11,1003.08,834.53,22.35,259.36,123.16,210.09,268.76
78452,Image of the heart to assess perfusion,218,314.64,402.74,437.41,453.08,1562.8,1248.16,50.34,484.01,202.11,363.51,678.55
78815,"Tumor imaging, positron emission tomography (PET) with concurrently acquired computed tomography (CT) for attenuation correction and anatomical localization",220,802.69,1004.55,1095.14,1599.57,4951.27,4148.58,595.02,1410.73,789.77,903.02,2115.89
80048,Basic metabolic panel,60,5.03,5.03,5.03,5.03,14.83,9.8,0.0,5.8,2.27,5.03,6.21
80050,General health panel,226,10.5,16.58,17.9,19.86,47.7,37.2,3.28,18.3,4.9,15.31,19.86
80051,"Blood test panel for electrolytes (sodium potassium, chloride, carbon dioxide)",9,5.04,5.04,9.8,9.8,12.29,7.25,4.76,8.36,3.06,5.04,12.29
80053,"Blood test, comprehensive group of blood chemicals",107,5.3,6.05,6.29,6.29,18.53,13.23,0.24,6.72,2.21,6.05,6.35
80055,Obstetric blood test panel,226,16.73,20.08,22.31,24.79,69.42,52.69,4.71,23.65,7.38,19.12,26.55
80061,"Blood test, lipids (cholesterol and triglycerides)",225,5.09,5.62,7.35,7.97,23.48,18.39,2.35,7.06,2.41,5.62,7.97
80069,Kidney function panel test,73,5.09,5.17,5.17,5.17,15.22,10.13,0.0,5.8,2.13,5.09,6.22
80074,Acute hepatitis panel,226,16.67,20.0,27.23,28.34,83.45,66.78,8.34,25.48,8.77,19.05,28.62
80076,Liver function blood test panel,10,5.47,5.86,9.29,11.42,14.32,8.85,5.56,9.31,3.63,5.82,14.32
80081,"Blood test panel for obstetrics (cbc, differential wbc count, hepatitis b, hiv, rubella, syphilis, antibody screening, rbc, blood typing)",224,26.2,31.44,42.83,42.83,101.97,75.77,11.39,38.92,10.64,29.35,44.29
80197,Test is used to measure the amount of the drug in the blood to determine whether the concentration has reached a therapeutic level and is below the toxic level,225,5.22,5.77,7.86,8.17,34.3,29.08,2.4,8.67,6.58,5.77,8.25
80307,Testing for presence of drug,224,19.91,26.1,31.85,33.52,79.81,59.9,7.42,30.96,8.97,23.61,33.58
81000,Manual urinalysis test with examination using microscope,2,5.56,5.56,5.56,5.56,5.56,0.0,0.0,5.56,0.0,5.56,5.56
81001,Manual urinalysis test with examination with or without using microscope,2,5.56,5.56,5.56,5.56,5.56,0.0,0.0,5.56,0.0,5.56,5.56
81025,Urine pregnancy test,185,5.17,5.17,5.17,5.38,11.09,5.92,0.21,5.42,0.88,5.17,5.38
82043,Urine test to measure albumin,18,5.07,8.4,8.4,8.4,9.76,4.69,0.0,8.31,0.94,8.09,8.81
82044,Urine test to measure albumin-semiquantitative,8,6.23,6.35,6.39,7.02,8.02,1.79,0.66,6.79,0.77,6.23,8.02
82248,Measurement of direct bilirubin,5,7.02,7.02,7.02,8.8,8.8,1.78,1.78,7.73,0.97,7.02,8.8
82306,Blood test to monitor vitamin D levels,226,10.36,12.43,16.93,17.61,47.6,37.24,5.18,16.31,6.08,11.84,17.78
82553,Blood test to detect heart enzymes,117,5.2,6.62,6.87,6.87,16.13,10.93,0.25,7.0,1.7,5.79,6.93
82570,Test to measure creatinine in the urine,5,7.23,7.23,7.23,9.07,9.07,1.84,1.84,7.97,1.01,7.23,9.07
82607,Blood test to measure B-12,226,5.28,6.33,7.04,8.97,26.41,21.13,2.64,7.84,2.73,6.02,8.97
82627,Blood test to measure an enzyme in the blood,226,7.78,9.34,11.55,13.23,38.95,31.17,3.89,11.68,3.99,8.9,13.23
82670,Blood test to measure a type of estrogen in the blood,226,10.62,11.73,15.99,16.62,48.96,38.34,4.89,15.33,5.63,11.73,17.76
82728,Test to determine level of iron in the blood,225,5.18,5.72,7.8,8.11,23.87,18.69,2.39,7.24,2.46,5.72,8.19
82784,Test to determine levels of immunoglobulins in the blood,115,5.31,5.33,5.53,5.53,16.3,10.99,0.2,6.1,1.9,5.33,7.35
82803,Test to measure arterial blood gases,226,9.12,10.95,11.07,11.51,33.9,24.78,0.56,11.63,2.93,9.91,12.6
82947,Quantitative measure of glucose build up in the blood over time,6,5.48,5.48,5.6,6.59,6.88,1.4,1.11,5.99,0.7,5.48,6.88
82950,Test of glucose level in the blood,6,6.64,6.64,6.78,7.97,8.32,1.68,1.33,7.25,0.84,6.64,8.32
82951,Test to predict likelihood of gestational diabetes,203,5.25,7.72,9.24,10.94,22.56,17.31,3.22,9.41,2.52,7.72,10.94
83001,Test of hormone in the blood,226,7.06,7.8,9.45,11.05,32.57,25.51,3.25,9.81,3.41,7.8,11.05
83002,Test of hormone in the blood,226,5.25,7.78,8.64,11.02,32.45,27.2,3.24,9.56,3.54,7.04,11.02
83013,Test of breath for a stomach bacterium,226,23.58,28.29,38.52,40.07,118.02,94.44,11.78,38.46,17.73,26.94,40.47
83036,Blood test to measure average blood glucose levels for past 2-3 months,117,5.04,5.56,5.78,5.78,17.0,11.96,0.22,6.36,1.98,5.56,7.75
83516,Chemical test of the blood to measure presence or concentration of a substance in the blood,129,5.19,6.61,6.86,6.86,20.22,15.03,0.25,7.67,2.75,5.98,12.6
83540,Blood test to measure the amount of iron that is in transit in the body,6,5.68,9.05,9.05,10.78,11.35,5.67,1.72,9.26,2.08,7.36,11.35
83550,Blood test that measures the amount of iron carried in the blood,103,5.0,5.01,5.2,5.2,15.32,10.32,0.19,5.6,1.84,5.01,5.26
83655,Blood test to determine the concentration of lead in the blood,203,5.09,5.09,6.94,7.2,21.2,16.11,2.11,6.62,2.21,5.09,7.35
83718,Blood test to measure the level of lipoproteins in the blood,10,5.49,5.87,9.31,11.44,14.35,8.86,5.57,9.33,3.64,5.83,14.35
83880,Blood test used to diagnose heart failure,226,13.65,16.49,16.49,20.19,59.47,45.82,3.7,18.63,5.7,14.92,20.19
84134,Blood test to measure level of prealbumin,226,5.11,6.13,8.34,8.67,20.38,15.27,2.54,7.66,2.15,5.84,8.76
84153,PSA (prostate specific antigen),226,6.44,7.72,10.52,10.95,32.22,25.78,3.23,9.9,3.45,7.36,11.04
84154,PSA (prostate specific antigen) measurement,226,6.44,7.72,10.52,10.95,32.22,25.78,3.23,9.88,3.42,7.36,11.04
84436,Blood test to measure a type of thyroid hormone,6,6.02,9.61,9.61,11.43,12.04,6.02,1.82,9.82,2.21,7.82,12.04
84439,Blood test to evaluate thyroid function,115,5.15,5.17,5.36,5.36,15.8,10.65,0.19,5.83,1.81,5.17,6.3
84443,"Blood test, thyroid stimulating hormone (TSH)",226,5.88,7.06,9.45,10.0,29.44,23.56,2.94,8.86,3.02,6.72,10.0
84460,Blood test to evaluate liver function,5,7.4,7.4,7.4,9.28,9.28,1.88,1.88,8.15,1.03,7.4,9.28
84480,Blood test to evaluate thyroid function,225,5.39,5.96,6.62,8.43,24.84,19.45,2.47,7.4,2.56,5.96,8.43
84484,Blood test to measure a certain protein in the blood to determine heart muscle damage,201,5.24,5.24,5.64,5.85,44.1,38.86,0.61,8.13,9.22,5.24,7.48
84703,Blood test to assess for pregnancy,10,5.03,5.39,8.54,10.49,13.16,8.13,5.1,8.56,3.33,5.35,13.16
85007,Blood test to assess for infection,2,6.02,6.02,6.02,6.02,6.02,0.0,0.0,6.02,0.0,6.02,6.02
85025,"Complete blood cell count, with differential white blood cells, automated",10,5.21,5.57,8.83,10.86,13.62,8.41,5.29,8.86,3.45,5.53,13.62
85027,"Complete blood count, automated",6,5.67,9.04,9.04,10.76,11.34,5.67,1.73,9.24,2.08,7.36,11.34
85610,"Blood test, clotting time",6,5.49,5.49,5.62,6.6,6.89,1.4,1.11,6.0,0.7,5.49,6.89
85730,Coagulation assessment blood test,6,5.26,8.38,8.38,9.98,10.51,5.25,1.6,8.57,1.93,6.82,10.51
86039,Blood test to determine autoimmune disorders,129,5.02,6.4,6.64,6.64,19.56,14.54,0.24,6.97,2.18,5.79,7.35
86147,Blood test to determine cause of inappropriate blood clot formation,226,5.25,10.69,11.88,15.14,35.54,30.29,4.45,12.66,3.9,9.67,15.14
86200,Blood test to diagnose rheumatoid arthritis,203,5.44,5.44,7.42,7.7,22.69,17.25,2.26,7.24,2.5,5.44,9.16
86300,Blood test to monitor breast cancer,226,7.28,8.74,11.89,12.38,36.46,29.18,3.64,11.12,3.84,8.15,12.5
86304,Blood test to monitor for cancer,226,7.28,8.74,11.89,12.38,36.46,29.18,3.64,11.12,3.84,8.15,12.5
86336,Blood test to monitor for cancer in the ovaries or testis,226,5.46,6.55,8.91,9.27,31.37,25.91,2.72,9.42,5.91,6.24,9.36
86592,Blood test to screen for syphilis,5,5.96,5.96,5.96,7.48,7.48,1.52,1.52,6.57,0.83,5.96,7.48
86644,Blood test to monitor for cytomegalovirus,226,5.04,6.04,6.72,8.56,25.22,20.18,2.52,7.44,2.64,5.47,8.56
86665,Blood test to diagnose mononucleosis,226,5.25,7.62,8.47,10.79,31.78,26.53,3.17,9.29,3.4,6.89,10.79
86677,Blood test to if peptic ulcers are caused by a certain bacterium,226,5.25,7.08,7.08,8.64,20.28,15.03,1.56,7.85,1.92,6.4,8.64
86703,Blood test to diagnose HIV,225,5.21,5.76,6.4,8.16,24.02,18.81,2.4,7.11,2.5,5.25,8.16
86704,Blood test indicating infection with Hepatitis B,203,5.06,5.06,6.9,7.17,21.12,16.06,2.11,6.59,2.2,5.06,7.35
86708,Blood test indicating infection with Hepatitis A,203,5.2,5.2,7.1,7.37,21.71,16.51,2.17,6.95,2.43,5.2,8.76
86762,Blood test to determine if antibodies exist for rubella,226,5.04,6.04,6.72,8.56,25.22,20.18,2.52,7.44,2.64,5.47,8.56
86765,Blood test to determine if antibodies exist for measles,203,5.25,5.41,7.36,7.67,22.57,17.32,2.26,6.89,2.38,5.41,7.67
86780,Blood test to determine existence of certain bacterium that causes syphilis,223,5.03,5.56,6.18,7.88,18.97,13.94,2.32,6.75,1.91,5.25,7.94
86803,Blood test to determine infection with Hepatitis C,225,5.42,5.99,6.66,8.49,25.01,19.59,2.5,7.44,2.58,5.99,8.49
86850,Blood test to screen for antibodies that could harm red blood cells,113,5.25,6.86,6.86,7.22,17.89,12.64,0.36,7.25,2.23,5.28,7.36
87040,Blood test to screen for bacteria in the blood,119,5.18,5.92,6.14,6.14,18.08,12.9,0.22,6.96,2.36,5.92,10.5
87046,Blood test to identify bacteria that may be contributing to symptoms in the gastrointestinal tract,115,5.4,5.41,5.61,5.61,16.52,11.12,0.2,6.1,1.89,5.41,6.6
87070,Test of body fluid other than blood to assess for bacteria,85,5.05,5.12,5.12,5.25,15.08,10.03,0.13,5.68,1.97,5.05,6.02
87077,Test of a wound for type of bacterial infection,22,5.41,7.8,7.8,7.8,14.16,8.75,0.0,8.44,2.46,5.79,11.29
87081,Medical test to find an infection,6,5.81,9.26,9.26,11.04,11.63,5.82,1.78,9.48,2.14,7.54,11.63
87086,Culture of the urine to determine number of bacteria,22,5.41,6.3,6.3,6.88,14.15,8.74,0.58,7.62,2.77,5.79,11.28
87088,Culture of the urine to determine bacterial infection,10,5.42,5.8,9.2,11.31,14.18,8.76,5.51,9.22,3.6,5.76,14.18
87101,A procedure used to determine if fungi are present in an area of the body,22,5.17,8.4,8.4,8.4,13.51,8.34,0.0,8.57,2.25,5.52,10.77
87186,A test used to determine which medications work on bacteria for fungi,84,5.07,5.15,5.15,5.25,15.14,10.07,0.1,5.71,1.98,5.07,6.08
87205,A lab test used to detect bacteria or fungi in a sample taken from the site of a suspected infection,5,5.96,5.96,5.96,7.48,7.48,1.52,1.52,6.57,0.83,5.96,7.48
87210,A lab test to screen for evidence of vaginal infection,8,5.82,5.92,5.96,6.54,7.48,1.66,0.62,6.34,0.72,5.82,7.48
87324,A test of the stool to diagnose Clostridium difficile (C. diff) infection,203,5.03,5.03,6.87,7.14,21.02,15.99,2.11,6.96,2.82,5.03,8.49
87389,Test for HIV,224,8.43,10.11,13.76,14.33,34.12,25.69,4.22,12.63,3.5,9.44,14.41
87491,Test that detects Chlamydia,226,12.28,14.74,20.07,20.88,61.5,49.22,6.14,20.06,9.32,14.04,21.08
87510,Blood test for vaginitis,226,7.02,8.42,11.46,11.93,35.12,28.1,3.51,11.64,5.91,8.02,12.04
87591,Blood test for an STD,226,12.28,14.74,20.07,20.88,61.5,49.22,6.14,20.06,9.32,14.04,21.08
87624,Detection test for human papillomavirus (hpv),224,12.28,14.74,20.06,20.06,55.13,42.85,5.32,19.8,9.61,13.75,20.76
87653,Blood test for strep infection,226,12.28,14.74,20.07,20.88,61.5,49.22,6.14,20.39,10.38,14.04,21.08
87661,Blood test for an STD,224,12.28,14.74,20.06,20.11,55.13,42.85,5.37,19.79,9.59,13.75,20.77
87801,Blood test to determine genetic material of certain infectious agents,226,24.57,29.48,40.14,41.76,122.99,98.42,12.28,38.91,15.24,28.08,42.18
87804,Flu test,199,5.79,14.0,14.0,14.0,21.02,15.23,0.0,13.36,2.93,6.29,16.59
87807,Test for RSV,203,5.5,5.5,6.87,7.14,21.02,15.52,1.64,7.3,3.17,5.5,8.5
87880,Test for strep A,226,5.79,9.82,9.92,10.19,21.02,15.23,0.37,10.2,2.51,7.01,10.19
88112,Urine test,248,23.77,40.02,41.14,61.47,199.36,175.59,21.45,52.25,26.33,37.83,63.67
88141,Cervical cancer screening test with interpretation,248,8.39,15.81,17.56,19.13,53.7,45.31,3.32,17.43,5.04,11.47,20.24
88142,PAP smear,248,7.09,12.16,16.58,17.22,59.16,52.07,5.06,15.53,5.77,12.16,17.55
88150,Cervical cancer screening test done manually,248,6.22,8.65,8.98,9.07,30.84,24.62,0.42,9.39,2.67,7.0,12.33
88175,PAP smear,248,9.31,15.97,21.68,22.51,77.36,68.05,6.54,20.74,8.16,15.97,22.94
88305,Test of tissues for diagnosis of abnormalities,248,25.05,42.88,44.59,61.4,205.2,180.15,18.52,50.25,20.2,42.16,63.52
88312,Blood test to assist with diagnosis,248,21.5,56.16,57.8,64.31,192.94,171.44,8.15,59.88,18.97,42.75,78.14
88313,Blood test to assist with diagnosis,248,13.52,39.41,41.61,46.34,140.8,127.28,6.93,42.96,14.28,31.5,57.56
88342,Pathology test,248,37.05,53.09,63.31,64.31,193.98,156.93,11.22,61.49,17.42,44.98,73.51
90460,Immunization administration in children <18,218,9.39,14.44,22.06,30.57,42.95,33.56,16.13,22.49,7.65,12.27,32.97
90471,Immunization administration by a medical assistant or nurse,220,6.57,12.27,21.32,25.68,41.36,34.79,13.41,20.78,7.62,12.27,32.91
90474,Immunization administered orally or nasally,220,7.36,10.41,11.04,16.45,20.16,12.8,6.04,12.49,3.02,10.41,17.2
90632,Hepatitis A vaccination for adults,196,52.6,89.01,94.6,95.49,99.33,46.73,6.48,90.2,8.8,76.87,95.49
90633,Hepatitis A vaccination for adolescents and children,196,24.62,41.67,42.2,44.7,44.7,20.08,3.03,41.69,3.91,35.99,44.7
90649,3-dose HPV vaccination,196,107.24,181.48,192.05,194.68,201.65,94.41,13.2,183.76,17.72,156.73,194.68
90656,Flu shot-high dose for 2019-2020 flu season given by injection,196,13.29,22.94,24.12,24.37,25.59,12.3,1.43,22.93,2.27,19.42,24.37
90658,Preservative free flu vaccine,196,12.76,22.03,23.16,23.88,25.07,12.31,1.85,22.15,2.27,18.65,23.88
90672,Nasal flu vaccine,196,16.06,27.64,29.15,29.25,30.71,14.65,1.62,27.66,2.72,23.47,29.25
90681,Rotavirus vaccination,196,90.18,152.61,163.71,166.34,174.66,84.48,13.73,155.84,15.63,131.8,166.34
90686,Flu shot-high dose for 2019-2020 flu season given by injection for people >65,196,14.53,23.95,23.95,26.37,26.37,11.84,2.42,24.34,2.31,21.23,26.37
90707,"Measles, mumps and rubella vaccine",196,60.12,101.74,109.14,110.54,116.07,55.95,8.8,103.78,10.37,87.87,110.54
90710,"measlesMeasles, mumps, rubella and varicella vaccine",196,175.6,297.17,318.78,323.58,339.76,164.16,26.41,303.36,30.38,256.64,323.58
90715,"Diphtheria, tetanus acellular, and pertussis vaccine for adults",196,32.69,55.32,55.86,59.34,59.34,26.65,4.02,55.25,5.29,47.78,59.34
90716,Varicella vaccine,196,113.31,191.75,205.7,209.04,219.49,106.18,17.29,195.79,19.67,165.6,209.04
90732,pneumococcal Pneumococcal vaccine,196,76.1,131.42,138.15,140.5,147.53,71.43,9.08,131.61,13.19,111.23,140.5
90734,meningococcal Meningococcal conjugate vaccine,196,102.28,173.09,181.79,185.67,190.88,88.6,12.58,174.92,16.71,149.48,185.67
90736,Shingles vaccine,196,142.38,240.96,255.2,258.48,267.96,125.58,17.52,244.04,23.55,208.1,258.48
90746,Hepatitis B vaccine,196,44.3,74.98,80.15,80.43,84.16,39.86,5.45,76.15,7.41,64.75,80.43
90791,"A diagnostic tool employed by a psychiatrist to diagnose problems with memory, thought processes, and behaviors",218,94.54,113.88,135.71,175.78,498.64,404.1,61.9,159.86,71.0,109.08,247.03
90792,A diagnostic tool employed by a psychiatrist to determine if medications are needed,218,99.39,117.37,122.71,187.02,551.85,452.46,69.65,161.29,82.51,111.82,278.07
90832,"Psychotherapy, 30 min",218,46.22,54.28,56.37,85.07,243.77,197.55,30.79,73.04,34.05,53.33,112.29
90833,"Psychotherapy, 30 minutes with patient when performed with an evaluation and management service",218,33.22,45.55,54.68,79.67,249.94,216.72,34.12,65.38,36.77,37.38,103.2
90834,"Psychotherapy, 45 min",218,61.46,70.91,73.07,112.79,324.16,262.7,41.88,96.0,45.34,70.91,148.12
90836,"Psychotherapy, 45 minutes with patient when performed with an evaluation and management service",218,53.91,65.83,71.26,107.9,316.76,262.85,42.07,88.09,43.88,60.65,130.43
90837,"Psychotherapy, 60 min",218,91.96,106.1,109.31,168.72,485.03,393.07,62.62,142.37,67.64,106.1,218.35
90838,"Psychotherapy, 60 minutes",218,78.82,94.09,98.03,145.23,415.74,336.92,51.14,123.41,55.65,90.95,172.96
90839,"Psychotherapy for crisis, first 60 minutes",218,95.95,114.19,159.4,177.01,506.08,410.13,62.82,163.17,67.05,110.71,210.24
90840,Psychotherapy for crisis,218,45.98,54.81,82.55,91.67,242.53,196.55,36.86,80.95,32.97,53.06,104.16
90846,"Family psychotherapy, not including patient, 50 min",220,65.62,77.69,88.6,136.76,355.12,289.5,59.07,103.69,48.25,73.83,139.99
90847,"Family psychotherapy, including patient, 50 min",220,69.67,87.85,91.9,141.0,367.5,297.83,53.15,113.75,48.89,80.39,146.68
90853,Group psychotherapy,220,18.3,22.53,28.18,34.78,96.51,78.21,12.25,30.65,12.88,21.11,39.66
92002,Intermediate exam,220,55.56,64.15,70.77,106.91,215.69,160.13,42.76,82.19,23.7,64.06,121.36
92004,Complete exam,220,99.23,115.73,130.19,190.83,384.98,285.75,75.1,148.77,41.62,114.5,213.09
92012,Eye exam on an established patient,220,50.78,67.4,74.44,112.33,226.61,175.83,44.93,85.83,25.22,66.2,127.58
92014,Eye exam and treatment for established patient,220,74.67,96.09,107.83,160.15,323.09,248.42,64.06,123.45,35.59,96.04,180.12
92083,An eye examination that can detect dysfunction in central and peripheral vision,220,41.76,55.42,75.01,85.54,162.0,120.24,30.12,71.8,19.17,48.18,90.79
92133,Optic nerve imaging,218,24.63,35.94,40.44,52.08,95.55,70.92,16.14,43.0,11.54,28.42,59.22
92507,Therapy for speech or hearing,220,49.88,60.9,67.39,105.75,278.39,228.51,44.85,81.53,36.89,60.28,109.42
92523,Evaluation of speech sound production with evaluation of language comprehension,218,129.02,158.7,164.81,252.86,680.52,551.5,94.16,211.83,95.94,148.87,326.82
92552,Type of hearing test,220,14.34,24.09,26.65,40.42,110.12,95.78,16.33,32.49,16.28,21.48,54.47
93000,Routine EKG using at least 12 leads including interpretation and report,220,11.26,14.31,17.15,22.09,59.38,48.12,7.78,19.35,8.19,12.99,26.54
93015,Test to determine heart abnormalities,220,46.92,64.55,79.65,103.2,232.74,185.82,38.65,86.36,34.12,54.14,112.44
93303,Test to screen the heart for abnormalities,220,154.36,183.89,203.41,313.96,765.7,611.34,130.07,242.32,102.76,178.1,314.39
93306,"Ultrasound examination of heart including color-depicted blood flow rate, direction, and valve function",220,137.47,179.77,194.88,281.41,681.93,544.46,101.64,238.76,97.3,158.62,306.6
93307,Echo without doppler study,220,93.6,112.66,119.17,191.52,464.31,370.71,78.86,155.21,67.81,108.0,222.67
93320,Echo with doppler,220,35.43,46.2,48.71,72.63,175.73,140.3,26.43,62.58,27.51,40.88,88.86
93350,Stress test with echocardiogram,220,118.58,161.75,186.87,265.65,623.73,505.15,103.9,218.22,88.14,145.08,317.72
93452,Insertion of catheter into left heart for diagnosis,366,550.0,794.33,1172.65,5153.0,16155.0,15605.0,4358.67,3035.24,3440.11,701.31,5775.0
93798,Use of EKG to monitor cardiac rehabilitation,220,16.89,20.75,22.67,32.43,89.07,72.18,11.68,27.56,11.94,19.49,36.79
93880,Study of vessels on both sides of the head and neck,220,132.31,163.21,227.0,251.92,697.87,565.56,88.71,227.69,94.11,152.66,272.86
93922,Limited bilateral noninvasive physiologic studies of upper or lower extremity arteries,220,56.3,75.82,93.74,117.03,296.98,240.68,41.21,100.33,41.97,64.97,124.26
93970,Complete bilateral study of the extremities,220,129.25,160.47,234.96,247.69,681.76,552.51,87.22,226.63,93.21,149.14,269.95
93971,One sided or limited bilateral study,220,80.7,97.44,139.69,150.4,425.65,344.95,52.96,141.55,59.77,93.11,172.14
94010,Test to determine how well oxygen moves from the lungs to the blood stream,220,23.46,28.86,32.47,39.19,123.73,100.27,10.33,36.78,15.71,27.07,47.47
94060,Test to determine if wheezing is present,220,39.18,48.74,54.84,58.14,206.64,167.46,9.4,60.97,26.32,45.2,79.9
94375,Graphical representation of inspiration and expiration,220,25.81,31.31,35.23,51.71,136.11,110.3,20.4,41.66,18.05,29.78,55.91
94726,Measures how much air is in the lungs after taking a deep breath,218,35.43,45.37,48.4,70.04,186.85,151.42,24.67,58.49,25.01,40.88,80.26
94727,Measure of lung function and gas exchange,218,28.85,35.89,37.99,55.46,152.19,123.34,19.57,46.61,20.29,33.29,64.03
94729,Test to measure how well gases diffuse across lung surfaces,218,37.3,46.0,48.1,71.44,196.73,159.43,25.44,59.57,26.15,43.04,81.23
95004,Allergy test,148,5.1,5.48,5.82,7.07,13.96,8.86,1.59,6.57,1.92,5.25,8.46
95115,Allergy shot-1 shot,220,6.1,7.62,8.88,12.54,30.24,24.14,4.92,10.73,4.5,7.04,14.93
95117,Multiple allergy shots,220,7.04,8.83,10.72,15.58,34.92,27.88,6.75,12.78,5.45,8.12,19.42
95810,Sleep monitoring of patient (6 years or older) in sleep lab,220,403.72,527.99,596.44,814.98,2129.44,1725.72,286.99,703.24,296.86,465.83,899.53
95811,Sleep monitoring of patient (6 years or older) in sleep lab using CPAP,220,421.78,553.88,635.96,854.93,2224.72,1802.94,301.05,745.0,315.24,486.67,944.46
95860,Test to measure electrical activity of muscles or nerves in 1 limb,220,67.55,86.39,92.71,159.32,420.68,353.13,72.93,118.3,57.11,86.39,161.02
